"","Date","Open","High","Low","Close","Volume","Market.Cap"
"426","Sep 10, 2016",0.059719,0.071686,0.059355,0.062687,"2,678","215,788"
"425","Sep 11, 2016",0.062681,0.074968,0.06264,0.071401,"875","226,504"
"424","Sep 12, 2016",0.071423,0.071527,0.061052,0.061248,"1,207","258,104"
"423","Sep 13, 2016",0.061268,0.064273,0.058344,0.058479,"1,045","221,424"
"422","Sep 14, 2016",0.058494,0.064806,0.058426,0.064471,"3,559","211,424"
"421","Sep 15, 2016",0.064464,0.073694,0.064382,0.070636,"4,505","233,017"
"420","Sep 16, 2016",0.070576,0.073046,0.059789,0.059804,"2,498","255,123"
"419","Sep 17, 2016",0.059805,0.067384,0.0598,0.059971,"515","216,199"
"418","Sep 18, 2016",0.059956,0.065053,0.059956,0.060387,"822","216,758"
"417","Sep 19, 2016",0.060384,0.064059,0.060344,0.063927,"585","218,317"
"416","Sep 20, 2016",0.063928,0.063959,0.061086,0.061202,"42","231,148"
"415","Sep 21, 2016",0.061123,0.061123,0.054617,0.059117,"303","221,016"
"414","Sep 22, 2016",0.059124,0.059256,0.052307,0.055248,"656","213,796"
"413","Sep 23, 2016",0.055253,0.056414,0.053248,0.053353,"71","199,810"
"412","Sep 24, 2016",0.053352,0.062844,0.052396,0.052423,"2,582","192,942"
"411","Sep 25, 2016",0.052428,0.057309,0.048624,0.048624,"1,516","189,615"
"410","Sep 26, 2016",0.048621,0.053539,0.048365,0.052392,"55","175,854"
"409","Sep 27, 2016",0.052383,0.071929,0.050525,0.069639,"7,602","189,470"
"408","Sep 28, 2016",0.069642,0.076732,0.069642,0.076241,"5,433","251,924"
"407","Sep 29, 2016",0.076232,0.084803,0.061089,0.083736,"37,173","275,808"
"406","Sep 30, 2016",0.083749,0.084723,0.074654,0.07806,"36,949","303,052"
"405","Oct 01, 2016",0.078068,0.078327,0.076429,0.076746,"827","282,520"
"404","Oct 02, 2016",0.076748,0.076751,0.067168,0.067304,"1,622","277,755"
"403","Oct 03, 2016",0.067299,0.070544,0.064809,0.069751,"13,309","243,570"
"402","Oct 04, 2016",0.069759,0.069759,0.064385,0.067223,"1,228","252,482"
"401","Oct 05, 2016",0.067228,0.067331,0.064321,0.066659,"143","243,332"
"400","Oct 06, 2016",0.066657,0.066659,0.064314,0.064479,"28","241,283"
"399","Oct 07, 2016",0.064477,0.071372,0.056446,0.071291,"475","233,415"
"398","Oct 08, 2016",0.071305,0.071386,0.056547,0.059332,"457","258,148"
"397","Oct 09, 2016",0.059335,0.067646,0.059113,0.062825,"22","214,834"
"396","Oct 10, 2016",0.06284,0.069584,0.057247,0.057247,"508","227,536"
"395","Oct 11, 2016",0.057267,0.064604,0.056613,0.064465,"1,362","207,366"
"394","Oct 12, 2016",0.064422,0.069143,0.058626,0.066773,"375","233,285"
"393","Oct 13, 2016",0.06677,0.066997,0.064217,0.065428,"83","241,794"
"392","Oct 14, 2016",0.065439,0.066666,0.055021,0.058275,"6,767","236,983"
"391","Oct 15, 2016",0.058281,0.059503,0.057649,0.058137,"259","211,071"
"390","Oct 16, 2016",0.058152,0.060102,0.051312,0.051313,"1,542","210,617"
"389","Oct 17, 2016",0.051332,0.059185,0.051325,0.057815,"94","185,935"
"388","Oct 18, 2016",0.057815,0.059779,0.057191,0.0593,"166","209,427"
"387","Oct 19, 2016",0.059303,0.059401,0.057127,0.058632,"140","214,824"
"386","Oct 20, 2016",0.05863,0.058905,0.05227,0.05889,"432","212,395"
"385","Oct 21, 2016",0.058878,0.059166,0.056573,0.056617,"27","213,336"
"384","Oct 22, 2016",0.056611,0.061416,0.056227,0.061287,"395","205,132"
"383","Oct 23, 2016",0.061332,0.06169,0.061014,0.061263,"2","222,254"
"382","Oct 24, 2016",0.061278,0.061295,0.053884,0.054277,"697","222,072"
"381","Oct 25, 2016",0.054262,0.060629,0.054257,0.055471,"250","196,656"
"380","Oct 26, 2016",0.0555,0.062321,0.0555,0.062305,"409","201,156"
"379","Oct 27, 2016",0.062289,0.063206,0.061404,0.061915,"23","225,771"
"378","Oct 28, 2016",0.061948,0.061948,0.058297,0.058776,"577","224,548"
"377","Oct 29, 2016",0.058786,0.064325,0.052983,0.053451,"1,882","213,093"
"376","Oct 30, 2016",0.053436,0.055942,0.052089,0.05544,"155","193,732"
"375","Oct 31, 2016",0.05544,0.056353,0.051634,0.053046,"319","201,010"
"374","Nov 01, 2016",0.053042,0.056398,0.053042,0.05612,"1,720","192,327"
"373","Nov 02, 2016",0.056136,0.057261,0.053925,0.057261,"11","203,557"
"372","Nov 03, 2016",0.057388,0.060334,0.054759,0.056274,"1,243","208,120"
"371","Nov 04, 2016",0.056301,0.058371,0.053696,0.058027,"248","204,188"
"370","Nov 05, 2016",0.058017,0.063354,0.056785,0.059189,"3,845","210,424"
"369","Nov 06, 2016",0.059186,0.064212,0.059186,0.064015,"1,473","214,676"
"368","Nov 07, 2016",0.063994,0.063994,0.059295,0.059295,"670","232,143"
"367","Nov 08, 2016",0.059316,0.064196,0.059312,0.06314,"3,379","215,202"
"366","Nov 09, 2016",0.06312,0.066279,0.057705,0.062263,"543","229,021"
"365","Nov 10, 2016",0.062273,0.062273,0.059016,0.059364,"13","225,965"
"364","Nov 11, 2016",0.05937,0.059579,0.057233,0.059448,"25","215,444"
"363","Nov 12, 2016",0.059448,0.060166,0.057422,0.059882,"500","215,737"
"362","Nov 13, 2016",0.05988,0.059897,0.050751,0.052046,"1,965","217,317"
"361","Nov 14, 2016",0.052042,0.058162,0.051877,0.057459,"2","188,880"
"360","Nov 15, 2016",0.057494,0.058971,0.055331,0.057634,"115","208,697"
"359","Nov 16, 2016",0.057597,0.059517,0.054516,0.059502,"752","209,082"
"358","Nov 17, 2016",0.059499,0.067638,0.05738,0.067586,"2,797","215,997"
"357","Nov 18, 2016",0.067552,0.073433,0.065858,0.071141,"8,077","245,251"
"356","Nov 19, 2016",0.071122,0.076744,0.068268,0.075129,"3,410","258,231"
"355","Nov 20, 2016",0.075143,0.083014,0.065419,0.077332,"3,941","272,846"
"354","Nov 21, 2016",0.077335,0.077618,0.067279,0.076088,"999","280,837"
"353","Nov 22, 2016",0.076054,0.076254,0.068505,0.069499,"90","276,203"
"352","Nov 23, 2016",0.069498,0.075352,0.069498,0.071837,"728","252,409"
"351","Nov 24, 2016",0.071838,0.072928,0.054697,0.061635,"2,310","260,946"
"350","Nov 25, 2016",0.061622,0.066257,0.061561,0.066257,"216","223,850"
"349","Nov 26, 2016",0.06626,0.068381,0.06377,0.064293,"645","240,716"
"348","Nov 27, 2016",0.064272,0.067885,0.057412,0.067291,"299","233,506"
"347","Nov 28, 2016",0.067296,0.067812,0.064786,0.064851,"82","244,503"
"346","Nov 29, 2016",0.064855,0.06627,0.057504,0.066155,"182","235,643"
"345","Nov 30, 2016",0.066145,0.066961,0.058174,0.060022,"147","240,360"
"344","Dec 01, 2016",0.06002,0.069966,0.06002,0.069888,"1,048","218,114"
"343","Dec 02, 2016",0.069982,0.07179,0.05908,0.060685,"553","254,329"
"342","Dec 03, 2016",0.060703,0.064485,0.059083,0.063339,"107","220,624"
"341","Dec 04, 2016",0.063343,0.067118,0.057051,0.064898,"334","230,230"
"340","Dec 05, 2016",0.064928,0.064928,0.055755,0.056271,"3,205","236,003"
"339","Dec 06, 2016",0.056273,0.063477,0.056273,0.061291,"1,723","204,549"
"338","Dec 07, 2016",0.061291,0.061367,0.060299,0.060509,"39","222,804"
"337","Dec 08, 2016",0.060508,0.064822,0.05745,0.062779,"792","219,969"
"336","Dec 09, 2016",0.061506,0.061994,0.0575,0.061637,"1,382","223,606"
"335","Dec 10, 2016",0.061651,0.061725,0.057511,0.057511,"240","224,139"
"334","Dec 11, 2016",0.057511,0.061469,0.056832,0.061322,"154","209,109"
"333","Dec 12, 2016",0.061341,0.063639,0.059316,0.061923,"2,474","223,060"
"332","Dec 13, 2016",0.061915,0.065139,0.057963,0.058314,"6,172","225,165"
"331","Dec 14, 2016",0.058237,0.062187,0.057991,0.058215,"453","211,798"
"330","Dec 15, 2016",0.058236,0.059389,0.058047,0.059148,"138","211,808"
"329","Dec 16, 2016",0.059132,0.061754,0.059076,0.061744,"15","215,082"
"328","Dec 17, 2016",0.061744,0.062342,0.060211,0.06158,"99","224,598"
"327","Dec 18, 2016",0.061582,0.061886,0.060055,0.060225,"607","224,016"
"326","Dec 19, 2016",0.060246,0.063096,0.058497,0.059113,"2,206","219,167"
"325","Dec 20, 2016",0.059104,0.060911,0.058532,0.059136,"106","215,029"
"324","Dec 21, 2016",0.059113,0.064069,0.05769,0.064069,"3,360","215,076"
"323","Dec 22, 2016",0.06424,0.067155,0.05699,0.062711,"64","233,741"
"322","Dec 23, 2016",0.062688,0.067223,0.060622,0.06629,"50","228,113"
"321","Dec 24, 2016",0.066327,0.066435,0.06299,0.063201,"4","241,365"
"320","Dec 25, 2016",0.063223,0.063282,0.05874,0.063066,"3","230,077"
"319","Dec 26, 2016",0.063037,0.070527,0.057733,0.057912,"583","229,413"
"318","Dec 27, 2016",0.057949,0.065314,0.057881,0.060623,"429","210,899"
"317","Dec 28, 2016",0.060658,0.065422,0.060658,0.062309,"198","220,766"
"316","Dec 29, 2016",0.062318,0.066646,0.062161,0.065273,"344","226,817"
"315","Dec 30, 2016",0.065267,0.075298,0.064773,0.068623,"737","237,556"
"314","Dec 31, 2016",0.068632,0.069379,0.067633,0.069379,"2","249,816"
"313","Jan 01, 2017",0.06939,0.078844,0.053969,0.056035,"2,560","252,607"
"312","Jan 02, 2017",0.056065,0.06703,0.055974,0.066406,"196","204,122"
"311","Jan 03, 2017",0.066404,0.067267,0.059055,0.065381,"397","241,786"
"310","Jan 04, 2017",0.065366,0.072528,0.065366,0.069893,"184","238,024"
"309","Jan 05, 2017",0.069965,0.073176,0.056027,0.062194,"71","254,779"
"308","Jan 06, 2017",0.062363,0.068995,0.053632,0.063605,"383","227,109"
"307","Jan 07, 2017",0.063696,0.081395,0.055118,0.081395,"10,603","231,969"
"306","Jan 08, 2017",0.081396,0.083559,0.072608,0.081529,"1,899","296,436"
"305","Jan 09, 2017",0.081643,0.090984,0.079786,0.089734,"8,997","297,387"
"304","Jan 10, 2017",0.089687,0.090594,0.074504,0.074504,"2,891","326,713"
"303","Jan 11, 2017",0.074511,0.083036,0.062452,0.06478,"1,696","271,444"
"302","Jan 12, 2017",0.064686,0.065405,0.060491,0.063541,"49","235,661"
"301","Jan 13, 2017",0.063501,0.070614,0.057745,0.07009,"545","231,359"
"300","Jan 14, 2017",0.070187,0.071133,0.061346,0.067233,"481","255,734"
"299","Jan 15, 2017",0.067208,0.076824,0.060538,0.074121,"2,909","244,893"
"298","Jan 16, 2017",0.074118,0.084818,0.072673,0.083698,"1,936","270,083"
"297","Jan 17, 2017",0.083719,0.091219,0.069304,0.082929,"664","305,080"
"296","Jan 18, 2017",0.082983,0.091946,0.078543,0.0808,"45","302,407"
"295","Jan 19, 2017",0.081134,0.121974,0.081134,0.120538,"15,065","295,682"
"294","Jan 20, 2017",0.121261,0.161434,0.100669,0.135157,"51,026","441,937"
"293","Jan 21, 2017",0.135155,0.147886,0.126673,0.135193,"36,151","492,620"
"292","Jan 22, 2017",0.13519,0.167676,0.135033,0.157042,"57,889","492,778"
"291","Jan 23, 2017",0.157223,0.214587,0.156243,0.213863,"71,313","573,119"
"290","Jan 24, 2017",0.213726,0.213726,0.169629,0.181751,"26,391","779,171"
"289","Jan 25, 2017",0.169639,0.234185,0.155788,0.234185,"45,635","618,484"
"288","Jan 26, 2017",0.234249,0.258679,0.22184,0.257905,"23,746","854,087"
"287","Jan 27, 2017",0.240219,0.347333,0.238522,0.318065,"90,784","875,893"
"286","Jan 28, 2017",0.28476,0.329804,0.270775,0.329779,"73,235","1,038,430"
"285","Feb 09, 2017",0.040928,0.041653,0.038998,0.041653,"87,715","-"
"284","Feb 10, 2017",0.041694,0.042263,0.028722,0.030073,"86,479","-"
"283","Feb 11, 2017",0.030676,0.045707,0.027342,0.042478,"50,235","-"
"282","Feb 12, 2017",0.042228,0.063328,0.039946,0.061939,"128,272","1,529,660"
"281","Feb 13, 2017",0.06262,0.065129,0.054481,0.054485,"111,901","2,268,840"
"280","Feb 14, 2017",0.058135,0.061227,0.049598,0.058415,"73,282","2,106,810"
"279","Feb 15, 2017",0.058511,0.06325,0.056114,0.058696,"30,543","2,120,880"
"278","Feb 16, 2017",0.058706,0.062935,0.041389,0.051156,"79,134","2,128,410"
"277","Feb 17, 2017",0.05109,0.0566,0.042603,0.044202,"28,136","1,852,720"
"276","Feb 18, 2017",0.044329,0.049367,0.038199,0.044634,"27,589","1,607,880"
"275","Feb 19, 2017",0.044648,0.046086,0.040124,0.041705,"21,304","1,619,800"
"274","Feb 20, 2017",0.041738,0.046375,0.041693,0.044667,"29,290","1,514,560"
"273","Feb 21, 2017",0.044617,0.046383,0.038695,0.039805,"18,946","1,619,400"
"272","Feb 22, 2017",0.039787,0.041421,0.034618,0.036429,"23,507","1,444,400"
"271","Feb 23, 2017",0.036423,0.044552,0.036423,0.039715,"18,950","1,322,550"
"270","Feb 24, 2017",0.039919,0.044026,0.037124,0.037581,"30,656","1,449,800"
"269","Feb 25, 2017",0.037477,0.040066,0.036018,0.037804,"14,943","1,361,400"
"268","Feb 26, 2017",0.037818,0.049989,0.037325,0.049381,"21,152","1,374,100"
"267","Feb 27, 2017",0.049321,0.049342,0.044573,0.044839,"14,716","1,792,480"
"266","Feb 28, 2017",0.044903,0.047055,0.037312,0.041028,"15,022","1,632,270"
"265","Mar 01, 2017",0.04103,0.044538,0.038039,0.042702,"25,289","1,491,800"
"264","Mar 02, 2017",0.042778,0.04327,0.039498,0.041696,"19,417","1,555,690"
"263","Mar 03, 2017",0.041686,0.042713,0.040118,0.040417,"10,050","1,516,300"
"262","Mar 04, 2017",0.040495,0.041619,0.038835,0.039738,"7,615","1,473,260"
"261","Mar 05, 2017",0.039711,0.043055,0.038223,0.041688,"15,725","1,445,070"
"260","Mar 06, 2017",0.0417,0.043132,0.03883,0.040298,"8,067","1,517,760"
"259","Mar 07, 2017",0.04031,0.040355,0.036144,0.037783,"10,258","1,467,490"
"258","Mar 08, 2017",0.037773,0.038271,0.032211,0.032211,"7,962","1,375,450"
"257","Mar 09, 2017",0.032221,0.034218,0.032011,0.033884,"987","1,173,550"
"256","Mar 10, 2017",0.033909,0.035826,0.026213,0.033524,"22,933","1,235,300"
"255","Mar 11, 2017",0.033512,0.040561,0.03259,0.036839,"7,454","1,221,110"
"254","Mar 12, 2017",0.036864,0.041222,0.036859,0.040184,"30,448","1,343,540"
"253","Mar 13, 2017",0.040183,0.042526,0.036319,0.042514,"18,815","1,464,850"
"252","Mar 14, 2017",0.042522,0.043133,0.038257,0.040414,"48,207","1,550,410"
"251","Mar 15, 2017",0.040417,0.047263,0.040417,0.04726,"8,080","1,473,980"
"250","Mar 16, 2017",0.047325,0.054982,0.044454,0.053451,"58,508","1,726,310"
"249","Mar 17, 2017",0.053107,0.062113,0.048768,0.054736,"83,470","1,937,630"
"248","Mar 18, 2017",0.054736,0.054736,0.032733,0.038076,"17,106","1,997,360"
"247","Mar 19, 2017",0.03819,0.049086,0.035389,0.047545,"16,559","1,393,980"
"246","Mar 20, 2017",0.047568,0.052973,0.041839,0.04772,"24,862","1,736,650"
"245","Mar 21, 2017",0.047771,0.063701,0.042552,0.063408,"59,540","1,744,450"
"244","Mar 22, 2017",0.063414,0.074994,0.053557,0.059453,"52,958","2,316,170"
"243","Mar 23, 2017",0.059494,0.071374,0.057629,0.066327,"77,713","2,173,450"
"242","Mar 24, 2017",0.066318,0.06762,0.055758,0.058969,"44,923","2,423,280"
"241","Mar 25, 2017",0.058907,0.072842,0.057561,0.0681,"69,347","2,152,960"
"240","Mar 26, 2017",0.066561,0.086071,4e-04,0.075781,"76,532","2,433,230"
"239","Mar 27, 2017",0.076342,0.085488,0.069046,0.075204,"52,707","2,791,370"
"238","Mar 28, 2017",0.075118,0.097404,0.07208,0.097383,"71,610","2,747,220"
"237","Mar 29, 2017",0.095099,0.102272,0.087648,0.101845,"123,587","3,478,750"
"236","Mar 30, 2017",0.101846,0.406095,0.100364,0.161914,"202,497","3,726,350"
"235","Mar 31, 2017",0.161947,0.165851,0.117007,0.151599,"176,453","5,926,630"
"234","Apr 01, 2017",0.152176,0.157568,0.120204,0.140169,"54,831","5,570,250"
"233","Apr 02, 2017",0.140212,0.161368,0.128171,0.159847,"73,934","5,133,420"
"232","Apr 03, 2017",0.161507,0.177489,0.135887,0.175388,"117,190","5,914,310"
"231","Apr 04, 2017",0.177924,0.19272,0.157139,0.16915,"87,324","6,516,930"
"230","Apr 05, 2017",0.169282,0.179581,0.158802,0.159327,"35,350","6,201,700"
"229","Apr 06, 2017",0.16586,0.168349,0.128492,0.147691,"76,235","6,077,650"
"228","Apr 07, 2017",0.147224,0.148702,0.129701,0.139279,"27,539","5,395,930"
"227","Apr 08, 2017",0.138776,0.14665,0.129988,0.143263,"40,274","5,087,410"
"226","Apr 09, 2017",0.143339,0.144281,0.130219,0.141787,"23,572","5,255,800"
"225","Apr 10, 2017",0.141719,0.141767,0.118725,0.130518,"45,363","5,197,540"
"224","Apr 11, 2017",0.131409,0.155525,0.131409,0.147118,"42,399","4,820,460"
"223","Apr 12, 2017",0.141841,0.154251,0.132438,0.142548,"47,196","5,204,260"
"222","Apr 13, 2017",0.136619,0.16562,0.136619,0.157432,"41,888","5,013,760"
"221","Apr 14, 2017",0.15761,0.180192,0.15614,0.166974,"40,609","5,785,330"
"220","Apr 15, 2017",0.166935,0.19367,0.165411,0.187615,"65,540","6,128,920"
"219","Apr 16, 2017",0.187629,0.277472,0.187629,0.248632,"342,000","6,890,170"
"218","Apr 17, 2017",0.259931,0.259931,0.212794,0.227989,"205,428","9,547,280"
"217","Apr 18, 2017",0.227989,0.237935,0.197306,0.21805,"80,263","8,375,720"
"216","Apr 19, 2017",0.218131,0.246332,0.208939,0.234188,"64,057","8,015,330"
"215","Apr 20, 2017",0.234179,0.246556,0.216482,0.222917,"49,435","8,606,950"
"214","Apr 21, 2017",0.228142,0.272572,0.224892,0.272572,"117,285","8,386,960"
"213","Apr 22, 2017",0.27985,0.287363,0.241184,0.243946,"123,043","10,290,200"
"212","Apr 23, 2017",0.252972,0.258197,0.215848,0.226485,"114,371","9,303,860"
"211","Apr 24, 2017",0.232389,0.255936,0.20755,0.237374,"97,792","8,548,640"
"210","Apr 25, 2017",0.23733,0.238641,0.225588,0.235669,"27,979","8,732,310"
"209","Apr 26, 2017",0.235669,0.245974,0.216785,0.218728,"82,570","8,673,120"
"208","Apr 27, 2017",0.218863,0.262562,0.218863,0.255128,"42,417","8,056,320"
"207","Apr 28, 2017",0.252374,0.264449,0.237692,0.242234,"145,217","9,291,840"
"206","Apr 29, 2017",0.239615,0.258124,0.233812,0.257607,"38,087","8,823,930"
"205","Apr 30, 2017",0.257607,0.259621,0.226844,0.253944,"65,415","9,488,440"
"204","May 01, 2017",0.254022,0.267754,0.239852,0.263635,"61,850","9,358,350"
"203","May 02, 2017",0.263529,0.283015,0.248973,0.267395,"156,038","9,710,620"
"202","May 03, 2017",0.267571,0.269196,0.253601,0.262407,"45,220","9,861,730"
"201","May 04, 2017",0.262518,0.29284,0.262518,0.276023,"60,849","9,677,510"
