"","Date","Open","High","Low","Close","Volume","Market.Cap"
"437","Sep 10, 2016",1.54,1.57,1.49,1.53,"23,328","3,977,580"
"436","Sep 11, 2016",1.53,1.55,1.44,1.47,"8,700","3,983,000"
"435","Sep 12, 2016",1.46,1.5,1.44,1.44,"15,434","3,810,660"
"434","Sep 13, 2016",1.44,1.48,1.41,1.47,"32,531","3,780,370"
"433","Sep 14, 2016",1.47,1.49,1.44,1.47,"27,838","3,857,330"
"432","Sep 15, 2016",1.47,1.48,1.44,1.44,"17,389","3,873,460"
"431","Sep 16, 2016",1.44,1.49,1.44,1.45,"17,668","3,797,060"
"430","Sep 17, 2016",1.45,1.46,1.4,1.41,"19,229","3,836,320"
"429","Sep 18, 2016",1.4,1.43,1.23,1.3,"58,522","3,728,900"
"428","Sep 19, 2016",1.28,1.34,1.24,1.24,"33,713","3,429,290"
"427","Sep 20, 2016",1.24,1.33,1.23,1.31,"41,154","3,328,660"
"426","Sep 21, 2016",1.31,1.31,1.16,1.18,"30,537","3,513,010"
"425","Sep 22, 2016",1.18,1.23,1.17,1.2,"12,077","3,162,100"
"424","Sep 23, 2016",1.2,1.23,1.17,1.21,"17,920","3,251,990"
"423","Sep 24, 2016",1.21,1.26,1.2,1.22,"11,178","3,261,830"
"422","Sep 25, 2016",1.22,1.24,1.19,1.2,"10,850","3,318,120"
"421","Sep 26, 2016",1.2,1.23,0.853593,1.14,"85,566","3,262,830"
"420","Sep 27, 2016",1.16,1.17,1.03,1.08,"17,972","3,158,470"
"419","Sep 28, 2016",1.08,1.08,1.03,1.05,"9,612","2,956,620"
"418","Sep 29, 2016",1.05,1.08,1.02,1.03,"12,671","2,887,520"
"417","Sep 30, 2016",1.02,1.05,0.960768,0.977073,"18,633","2,826,060"
"416","Oct 01, 2016",0.967037,1.04,0.965263,1.01,"21,779","2,671,470"
"415","Oct 02, 2016",1.01,1.04,0.940194,0.977,"17,194","2,803,930"
"414","Oct 03, 2016",0.976922,1.18,0.976919,1.07,"32,081","2,715,130"
"413","Oct 04, 2016",1.07,1.07,0.979781,1.02,"16,291","2,982,670"
"412","Oct 05, 2016",1.02,1.13,1,1.08,"21,078","2,841,730"
"411","Oct 06, 2016",1.08,1.14,1.01,1.08,"38,004","3,034,690"
"410","Oct 07, 2016",1.11,1.17,1.08,1.09,"17,696","3,124,430"
"409","Oct 08, 2016",1.09,1.12,1.01,1.05,"25,997","3,060,650"
"408","Oct 09, 2016",1.06,1.1,1.02,1.03,"7,711","2,982,680"
"407","Oct 10, 2016",1.03,1.05,0.933131,0.981122,"31,604","2,918,340"
"406","Oct 11, 2016",0.987916,1.01,0.943252,0.976486,"32,654","2,809,820"
"405","Oct 12, 2016",0.956906,0.983471,0.9352,0.94824,"19,761","2,728,930"
"404","Oct 13, 2016",0.9456,0.983288,0.943885,0.953763,"15,567","2,704,850"
"403","Oct 14, 2016",0.953916,0.98242,0.930548,0.980952,"16,043","2,735,400"
"402","Oct 15, 2016",0.970912,0.971378,0.937737,0.948144,"6,993","2,792,050"
"401","Oct 16, 2016",0.948403,0.949299,0.897053,0.906924,"18,820","2,734,630"
"400","Oct 17, 2016",0.906949,0.97918,0.874531,0.975003,"20,755","2,622,540"
"399","Oct 18, 2016",1.01,1.01,0.873318,0.884849,"20,889","2,917,000"
"398","Oct 19, 2016",0.885073,0.904091,0.861065,0.866963,"9,305","2,573,400"
"397","Oct 20, 2016",0.866924,0.913662,0.866645,0.887821,"10,010","2,527,080"
"396","Oct 21, 2016",0.888113,0.908927,0.876567,0.889927,"6,316","2,594,980"
"395","Oct 22, 2016",0.88983,0.943198,0.886669,0.907106,"12,953","2,607,830"
"394","Oct 23, 2016",0.907509,0.917213,0.901756,0.904782,"5,166","2,666,280"
"393","Oct 24, 2016",0.905014,0.913056,0.875801,0.87786,"9,579","2,665,730"
"392","Oct 25, 2016",0.877614,0.892827,0.856504,0.857861,"13,619","2,592,020"
"391","Oct 26, 2016",0.858285,0.889561,0.852885,0.860811,"12,436","2,541,850"
"390","Oct 27, 2016",0.855405,0.874194,0.83178,0.836105,"15,286","2,540,640"
"389","Oct 28, 2016",0.836631,0.842202,0.777525,0.781814,"23,060","2,490,830"
"388","Oct 29, 2016",0.787614,1.01,0.478798,0.77073,"104,171","2,350,800"
"387","Oct 30, 2016",0.759183,0.888865,0.745948,0.780302,"12,728","2,272,040"
"386","Oct 31, 2016",0.780365,0.848526,0.688255,0.692514,"30,687","2,341,310"
"385","Nov 01, 2016",0.692543,0.746763,0.68572,0.711819,"11,065","2,083,200"
"384","Nov 02, 2016",0.711956,0.732272,0.660487,0.709144,"8,322","2,146,890"
"383","Nov 03, 2016",0.706346,0.742517,0.627276,0.655677,"7,742","2,135,510"
"382","Nov 04, 2016",0.655899,0.687298,0.637368,0.648302,"6,727","1,987,750"
"381","Nov 05, 2016",0.648186,0.670119,0.630043,0.634668,"10,349","1,969,620"
"380","Nov 06, 2016",0.634539,0.649462,0.607585,0.626592,"8,395","1,933,780"
"379","Nov 07, 2016",0.626389,0.660919,0.600098,0.632151,"12,029","1,913,600"
"378","Nov 08, 2016",0.632375,0.666652,0.612146,0.619449,"6,975","1,936,310"
"377","Nov 09, 2016",0.619253,0.883668,0.613691,0.73386,"25,736","1,901,400"
"376","Nov 10, 2016",0.74021,0.78401,0.652382,0.71359,"26,312","2,278,340"
"375","Nov 11, 2016",0.713664,0.731267,0.643377,0.645018,"10,221","2,202,070"
"374","Nov 12, 2016",0.645013,0.674792,0.635009,0.656818,"7,451","1,995,400"
"373","Nov 13, 2016",0.650654,0.678427,0.643554,0.666323,"4,673","2,018,480"
"372","Nov 14, 2016",0.666512,0.666512,0.63186,0.644311,"8,292","2,071,970"
"371","Nov 15, 2016",0.644633,0.752944,0.63854,0.70997,"21,550","2,009,340"
"370","Nov 16, 2016",0.685773,0.787346,0.665875,0.731985,"28,104","2,142,600"
