"","Date","Open","High","Low","Close","Volume","Market.Cap"
"437","Sep 10, 2016",0.349664,0.762609,0.326209,0.511424,"116,277","1,367,370"
"436","Sep 11, 2016",0.47778,0.876013,0.442478,0.503221,"458,371","1,868,370"
"435","Sep 12, 2016",0.503322,0.588122,0.395089,0.501959,"104,629","1,968,250"
"434","Sep 13, 2016",0.502122,0.531371,0.364856,0.38233,"22,493","1,963,560"
"433","Sep 14, 2016",0.382301,0.420231,0.326614,0.336395,"14,063","1,494,990"
"432","Sep 15, 2016",0.336356,0.568054,0.320539,0.377844,"121,796","1,315,330"
"431","Sep 16, 2016",0.37778,0.39191,0.33178,0.33997,"9,408","1,477,310"
"430","Sep 17, 2016",0.331625,0.387333,0.320708,0.381244,"4,080","1,296,820"
"429","Sep 18, 2016",0.381149,0.388894,0.342545,0.36839,"3,789","1,490,490"
"428","Sep 19, 2016",0.36837,0.379345,0.354762,0.36707,"2,999","1,440,520"
"427","Sep 20, 2016",0.36671,0.36671,0.301344,0.353049,"6,675","1,434,030"
"426","Sep 21, 2016",0.352594,0.352594,0.30053,0.323936,"5,327","1,378,820"
"425","Sep 22, 2016",0.323976,0.350343,0.293784,0.320789,"3,894","1,266,910"
"424","Sep 23, 2016",0.320816,0.336108,0.29444,0.309094,"4,730","1,254,560"
"423","Sep 24, 2016",0.309084,0.326816,0.301306,0.301306,"1,940","1,208,680"
"422","Sep 25, 2016",0.301334,0.31877,0.301216,0.318682,"1,904","1,178,370"
"421","Sep 26, 2016",0.318664,0.318796,0.29284,0.310075,"2,621","1,246,140"
"420","Sep 27, 2016",0.310024,0.310129,0.256446,0.288572,"5,146","1,212,350"
"419","Sep 28, 2016",0.288585,0.288787,0.244709,0.272051,"4,227","1,128,520"
"418","Sep 29, 2016",0.27202,0.282484,0.250328,0.250421,"1,905","1,063,740"
"417","Sep 30, 2016",0.25046,0.38206,0.249613,0.344654,"20,035","979,428"
"416","Oct 01, 2016",0.336214,0.351218,0.256011,0.257705,"14,231","1,314,770"
"415","Oct 02, 2016",0.257348,0.309106,0.257348,0.305042,"3,984","1,006,360"
"414","Oct 03, 2016",0.305021,0.305246,0.276176,0.290975,"1,937","1,192,790"
"413","Oct 04, 2016",0.291004,0.291004,0.252595,0.261761,"1,136","1,137,980"
"412","Oct 05, 2016",0.261779,0.26196,0.245419,0.255432,"3,003","1,023,690"
"411","Oct 06, 2016",0.255421,0.257687,0.237207,0.248515,"1,609","998,828"
"410","Oct 07, 2016",0.248511,0.249741,0.218391,0.234213,"3,108","971,806"
"409","Oct 08, 2016",0.234259,0.234524,0.218409,0.230664,"2,119","916,074"
"408","Oct 09, 2016",0.23062,0.238551,0.218653,0.238367,"1,743","901,843"
"407","Oct 10, 2016",0.238423,0.29681,0.237094,0.253701,"5,753","932,357"
"406","Oct 11, 2016",0.253786,0.253887,0.231354,0.231354,"6,987","992,434"
"405","Oct 12, 2016",0.231196,0.250639,0.231059,0.244579,"447","904,096"
"404","Oct 13, 2016",0.244568,0.332691,0.192402,0.294865,"23,708","956,387"
"403","Oct 14, 2016",0.294913,0.328434,0.230484,0.287989,"9,666","1,153,260"
"402","Oct 15, 2016",0.288019,0.301864,0.259551,0.264536,"2,418","1,126,300"
"401","Oct 16, 2016",0.264607,0.314879,0.260915,0.278848,"4,810","1,034,750"
"400","Oct 17, 2016",0.278946,0.279226,0.246839,0.254096,"1,060","1,090,820"
"399","Oct 18, 2016",0.254094,0.273978,0.249916,0.263419,"2,084","993,639"
"398","Oct 19, 2016",0.263432,0.271173,0.251934,0.268188,"1,204","1,030,160"
"397","Oct 20, 2016",0.265773,0.268183,0.252732,0.258245,"416","1,039,310"
"396","Oct 21, 2016",0.258192,0.273796,0.25609,0.264154,"391","1,009,660"
"395","Oct 22, 2016",0.264126,0.278387,0.257102,0.259362,"1,199","1,032,870"
"394","Oct 23, 2016",0.259552,0.277321,0.259552,0.277311,"649","1,014,980"
"393","Oct 24, 2016",0.277382,0.291507,0.255551,0.282816,"4,309","1,084,710"
"392","Oct 25, 2016",0.282737,0.290379,0.260491,0.267105,"1,514","1,105,650"
"391","Oct 26, 2016",0.267246,0.29699,0.256923,0.273818,"6,001","1,045,070"
"390","Oct 27, 2016",0.273744,0.28136,0.239355,0.240964,"1,424","1,070,480"
"389","Oct 28, 2016",0.241095,0.263828,0.240151,0.255962,"1,581","942,806"
"388","Oct 29, 2016",0.256005,0.262334,0.21392,0.220768,"4,482","1,001,110"
"387","Oct 30, 2016",0.220706,0.231385,0.209781,0.213967,"2,046","863,074"
"386","Oct 31, 2016",0.213968,0.230374,0.211367,0.218474,"2,003","836,725"
"385","Nov 01, 2016",0.21846,0.229155,0.214422,0.222214,"1,711","854,291"
"384","Nov 02, 2016",0.222275,0.225061,0.213349,0.224564,"1,152","869,210"
"383","Nov 03, 2016",0.224485,0.225318,0.205089,0.21782,"686","877,852"
"382","Nov 04, 2016",0.217919,0.261002,0.216926,0.233362,"1,085","852,176"
"381","Nov 05, 2016",0.23332,0.265881,0.231664,0.265236,"763","912,402"
"380","Nov 06, 2016",0.265222,0.28422,0.227733,0.233651,"2,163","1,037,160"
"379","Nov 07, 2016",0.244398,0.245154,0.225115,0.228575,"1,453","955,722"
"378","Nov 08, 2016",0.228656,0.233412,0.192515,0.204495,"5,008","894,163"
"377","Nov 09, 2016",0.20443,0.213419,0.19499,0.209545,"634","799,427"
"376","Nov 10, 2016",0.20958,0.2192,0.200695,0.202939,"2,698","819,566"
"375","Nov 11, 2016",0.20296,0.222018,0.202914,0.222018,"1,106","793,678"
"374","Nov 12, 2016",0.222016,0.222244,0.187855,0.187855,"636","868,197"
"373","Nov 13, 2016",0.18785,0.212888,0.185537,0.212524,"322","734,590"
"372","Nov 14, 2016",0.212507,0.213874,0.204067,0.207666,"522","831,012"
"371","Nov 15, 2016",0.207793,0.213631,0.202342,0.20254,"1,614","812,578"
"370","Nov 16, 2016",0.202412,0.214869,0.190079,0.1984,"1,292","791,535"
"369","Nov 17, 2016",0.198387,0.200394,0.192306,0.192784,"1,057","775,796"
"368","Nov 18, 2016",0.192687,0.199296,0.191624,0.197718,"40","753,506"
"367","Nov 19, 2016",0.197667,0.202706,0.195737,0.195914,"322","772,980"
"366","Nov 20, 2016",0.195949,0.212114,0.195949,0.198597,"315","766,262"
"365","Nov 21, 2016",0.198604,0.21563,0.194351,0.203771,"277","776,644"
"364","Nov 22, 2016",0.203679,0.215763,0.192624,0.215691,"1,265","796,490"
"363","Nov 23, 2016",0.215687,0.252383,0.215687,0.245848,"2,393","843,448"
"362","Nov 24, 2016",0.241715,0.258885,0.203483,0.232952,"7,883","945,230"
"361","Nov 25, 2016",0.232901,0.24018,0.202701,0.213996,"1,816","910,763"
"360","Nov 26, 2016",0.214005,0.218811,0.208509,0.215608,"21","836,870"
"359","Nov 27, 2016",0.21554,0.243078,0.21554,0.232619,"785","842,873"
"358","Nov 28, 2016",0.232636,0.243567,0.191075,0.1992,"6,462","909,727"
"357","Nov 29, 2016",0.19921,0.206832,0.198116,0.201248,"786","779,014"
"356","Nov 30, 2016",0.20122,0.208476,0.195434,0.195544,"1,150","786,874"
"355","Dec 01, 2016",0.195538,0.198388,0.18972,0.190076,"484","764,655"
"354","Dec 02, 2016",0.192848,0.205367,0.190609,0.198562,"1,406","754,135"
"353","Dec 03, 2016",0.198622,0.203084,0.194827,0.19511,"95","776,715"
"352","Dec 04, 2016",0.19512,0.207364,0.18553,0.192195,"1,188","763,020"
"351","Dec 05, 2016",0.192283,0.195146,0.183219,0.186491,"1,221","751,926"
"350","Dec 06, 2016",0.186498,0.191261,0.186498,0.189278,"734","729,304"
"349","Dec 07, 2016",0.189279,0.191495,0.175947,0.186834,"1,053","740,179"
"348","Dec 08, 2016",0.186829,0.193416,0.18266,0.191763,"244","730,598"
"347","Dec 09, 2016",0.191725,0.193987,0.182805,0.193288,"466","749,744"
"346","Dec 10, 2016",0.194032,0.209793,0.19357,0.20519,"225","758,765"
"345","Dec 11, 2016",0.205189,0.216152,0.203835,0.212611,"205","802,395"
"344","Dec 12, 2016",0.212677,0.218329,0.212067,0.213252,"642","831,677"
"343","Dec 13, 2016",0.213227,0.218357,0.200678,0.209897,"307","833,828"
"342","Dec 14, 2016",0.209622,0.218549,0.19774,0.207031,"625","819,730"
"341","Dec 15, 2016",0.207105,0.207975,0.188075,0.194142,"863","809,888"
"340","Dec 16, 2016",0.194091,0.206612,0.184011,0.19468,"2,487","758,996"
"339","Dec 17, 2016",0.194681,0.199094,0.186422,0.19183,"832","761,303"
"338","Dec 18, 2016",0.191834,0.191984,0.16095,0.177199,"2,399","750,170"
"337","Dec 19, 2016",0.177263,0.180513,0.062407,0.073963,"17,577","693,190"
"336","Dec 20, 2016",0.075421,0.089194,0.056772,0.081519,"7,850","294,937"
"335","Dec 21, 2016",0.081779,0.120641,0.076702,0.110837,"4,507","319,797"
"334","Dec 22, 2016",0.111132,0.115856,0.100198,0.106509,"3,694","434,584"
"333","Dec 23, 2016",0.10647,0.113551,0.091935,0.098334,"2,385","416,353"
"332","Dec 24, 2016",0.098389,0.10844,0.090112,0.094235,"580","384,753"
"331","Dec 25, 2016",0.094267,0.094456,0.089821,0.090767,"37","368,633"
"330","Dec 26, 2016",0.090726,0.107655,0.086295,0.091634,"628","354,785"
"329","Dec 27, 2016",0.091692,0.112995,0.082886,0.083099,"991","358,563"
"328","Dec 28, 2016",0.083147,0.104052,0.077264,0.094533,"3,130","325,149"
"327","Dec 29, 2016",0.087548,0.095402,0.075503,0.092797,"772","342,358"
"326","Dec 30, 2016",0.092833,0.106549,0.07502,0.102424,"6,758","363,027"
"325","Dec 31, 2016",0.102438,0.142124,0.089049,0.121894,"3,827","400,585"
"324","Jan 01, 2017",0.121912,0.14313,0.099133,0.105853,"1,785","476,739"
"323","Jan 02, 2017",0.105911,0.124259,0.084053,0.086007,"1,722","414,167"
"322","Jan 03, 2017",0.086004,0.121785,0.085972,0.105774,"2,120","336,320"
"321","Jan 04, 2017",0.10575,0.190087,0.08999,0.122825,"7,603","413,537"
"320","Jan 05, 2017",0.122951,0.150002,0.096139,0.110439,"6,031","480,802"
"319","Jan 06, 2017",0.110741,0.11443,0.07832,0.078482,"4,599","433,054"
"318","Jan 07, 2017",0.078594,0.084351,0.071386,0.078782,"2,102","307,344"
"317","Jan 08, 2017",0.078783,0.080167,0.071903,0.07374,"875","308,084"
"316","Jan 09, 2017",0.073844,0.090444,0.067041,0.09033,"2,143","288,767"
