"","Date","Open","High","Low","Close","Volume","Market.Cap"
"437","Sep 10, 2016",0.000348,0.000349,0.000336,0.000337,"9,894","2,491,030"
"436","Sep 11, 2016",0.000337,0.000343,0.000313,0.000334,"29,213","2,408,630"
"435","Sep 12, 2016",0.000334,0.000382,0.000322,0.000358,"175,199","2,388,610"
"434","Sep 13, 2016",0.000364,0.000383,0.000347,0.000347,"116,551","2,610,950"
"433","Sep 14, 2016",0.000347,0.000372,0.000347,0.00036,"48,589","2,490,380"
"432","Sep 15, 2016",0.00036,0.000413,0.000355,0.000388,"154,296","2,585,800"
"431","Sep 16, 2016",0.000388,0.000413,0.000377,0.000382,"67,763","2,788,960"
"430","Sep 17, 2016",0.000377,0.000382,0.000346,0.000357,"55,103","2,708,230"
"429","Sep 18, 2016",0.000357,0.000364,0.000348,0.000354,"27,701","2,568,510"
"428","Sep 19, 2016",0.000354,0.000365,0.000347,0.000347,"28,056","2,546,140"
"427","Sep 20, 2016",0.000347,0.000359,0.000341,0.000347,"25,277","2,502,050"
"426","Sep 21, 2016",0.000347,0.000364,0.00034,0.000352,"30,501","2,500,250"
"425","Sep 22, 2016",0.000352,0.000363,0.000341,0.000346,"25,004","2,541,960"
"424","Sep 23, 2016",0.000346,0.000355,0.00034,0.000355,"13,114","2,497,750"
"423","Sep 24, 2016",0.000355,0.000361,0.000343,0.000349,"19,244","2,564,440"
"422","Sep 25, 2016",0.00035,0.000368,0.000348,0.000349,"21,213","2,528,180"
"421","Sep 26, 2016",0.000349,0.000366,0.000346,0.000353,"40,072","2,522,840"
"420","Sep 27, 2016",0.000353,0.000358,0.000344,0.000351,"17,464","2,554,510"
"419","Sep 28, 2016",0.000351,0.000357,0.000339,0.000345,"33,152","2,545,460"
"418","Sep 29, 2016",0.000345,0.000345,0.000327,0.000333,"29,879","2,501,130"
"417","Sep 30, 2016",0.000333,0.000339,0.000314,0.000324,"79,639","2,419,130"
"416","Oct 01, 2016",0.000324,0.000331,0.000321,0.000325,"16,573","2,352,690"
"415","Oct 02, 2016",0.000325,0.00033,0.000317,0.000324,"9,388","2,367,110"
"414","Oct 03, 2016",0.000324,0.00033,0.000318,0.000325,"10,580","2,356,980"
"413","Oct 04, 2016",0.000325,0.000341,0.000317,0.000323,"30,092","2,364,280"
"412","Oct 05, 2016",0.000317,0.00033,0.000317,0.000324,"20,658","2,313,940"
"411","Oct 06, 2016",0.000324,0.000343,0.000312,0.000331,"36,564","2,365,560"
"410","Oct 07, 2016",0.000337,0.000342,0.000327,0.000333,"12,683","2,459,850"
"409","Oct 08, 2016",0.000333,0.000334,0.000322,0.000323,"9,046","2,435,040"
"408","Oct 09, 2016",0.000333,0.000333,0.000315,0.00032,"21,834","2,434,720"
"407","Oct 10, 2016",0.00032,0.000358,0.000315,0.00034,"81,680","2,345,290"
"406","Oct 11, 2016",0.000346,0.000372,0.00034,0.000365,"61,306","2,537,130"
"405","Oct 12, 2016",0.000365,0.000396,0.000359,0.000382,"84,776","2,676,670"
"404","Oct 13, 2016",0.000382,0.000426,0.000369,0.000394,"172,031","2,799,830"
"403","Oct 14, 2016",0.000394,0.000396,0.000364,0.000371,"84,296","2,889,960"
"402","Oct 15, 2016",0.000371,0.000427,0.000364,0.000427,"70,218","2,725,710"
"401","Oct 16, 2016",0.000421,0.000421,0.000384,0.000392,"98,395","3,095,810"
"400","Oct 17, 2016",0.000385,0.000392,0.000352,0.000364,"77,335","2,835,650"
"399","Oct 18, 2016",0.000364,0.000371,0.000331,0.000339,"76,036","2,678,800"
"398","Oct 19, 2016",0.000345,0.000351,0.000333,0.000341,"36,640","2,539,030"
"397","Oct 20, 2016",0.000346,0.000354,0.000339,0.000346,"31,885","2,553,710"
"396","Oct 21, 2016",0.000346,0.000353,0.000336,0.000337,"19,203","2,555,740"
"395","Oct 22, 2016",0.000342,0.000351,0.000338,0.000342,"31,967","2,522,310"
"394","Oct 23, 2016",0.000342,0.000348,0.000329,0.000336,"68,464","2,527,690"
"393","Oct 24, 2016",0.000336,0.000342,0.000328,0.000334,"30,548","2,484,380"
"392","Oct 25, 2016",0.000339,0.000349,0.000329,0.000335,"36,974","2,512,770"
"391","Oct 26, 2016",0.000335,0.00035,0.000332,0.000339,"38,952","2,481,470"
"390","Oct 27, 2016",0.000339,0.000349,0.000317,0.000331,"60,747","2,515,330"
"389","Oct 28, 2016",0.000331,0.000331,0.000311,0.000317,"27,835","2,457,330"
"388","Oct 29, 2016",0.000317,0.000324,0.000296,0.000312,"48,425","2,357,070"
"387","Oct 30, 2016",0.000312,0.000352,0.000295,0.000338,"40,624","2,317,160"
"386","Oct 31, 2016",0.000338,0.000349,0.000323,0.000324,"49,225","2,510,440"
"385","Nov 01, 2016",0.000322,0.000342,0.000309,0.000314,"40,450","2,399,940"
"384","Nov 02, 2016",0.000314,0.000331,0.000311,0.000325,"16,407","2,336,860"
"383","Nov 03, 2016",0.000326,0.000329,0.000305,0.000322,"14,953","2,429,960"
"382","Nov 04, 2016",0.000324,0.000327,0.000299,0.000311,"13,267","2,420,190"
"381","Nov 05, 2016",0.000315,0.000324,0.000309,0.000317,"8,038","2,353,270"
"380","Nov 06, 2016",0.000317,0.000328,0.000304,0.000313,"11,181","2,365,090"
"379","Nov 07, 2016",0.000312,0.000317,0.000303,0.000303,"16,944","2,334,520"
"378","Nov 08, 2016",0.000303,0.000318,0.000303,0.000308,"6,765","2,268,540"
"377","Nov 09, 2016",0.000308,0.000314,0.000289,0.000297,"49,141","2,305,520"
"376","Nov 10, 2016",0.000297,0.000313,0.000286,0.000293,"8,269","2,221,730"
"375","Nov 11, 2016",0.000293,0.000299,0.000286,0.000288,"7,473","2,197,910"
"374","Nov 12, 2016",0.000294,0.000317,0.000286,0.000303,"22,092","2,204,510"
"373","Nov 13, 2016",0.000303,0.00031,0.000289,0.000295,"7,641","2,278,580"
"372","Nov 14, 2016",0.000295,0.000301,0.000273,0.000275,"26,280","2,217,610"
"371","Nov 15, 2016",0.000275,0.000316,0.00027,0.000285,"52,996","2,068,240"
"370","Nov 16, 2016",0.000284,0.000292,0.000272,0.000275,"49,185","2,140,600"
"369","Nov 17, 2016",0.000269,0.000289,0.000254,0.000273,"17,189","2,027,110"
"368","Nov 18, 2016",0.000261,0.000284,0.000256,0.000263,"27,967","1,965,050"
"367","Nov 19, 2016",0.000258,0.000279,0.000253,0.000271,"19,906","1,945,090"
"366","Nov 20, 2016",0.000271,0.000282,0.000259,0.000272,"8,029","2,042,860"
"365","Nov 21, 2016",0.000272,3e-04,0.000272,0.000275,"18,999","2,050,620"
"364","Nov 22, 2016",0.000275,0.000283,0.000265,0.000271,"14,482","2,074,680"
"363","Nov 23, 2016",0.000272,0.000278,0.000262,0.000262,"4,472","2,057,820"
"362","Nov 24, 2016",0.000262,0.000274,0.000251,0.000257,"13,113","1,982,430"
"361","Nov 25, 2016",0.000259,0.000267,0.00025,0.000261,"19,675","1,962,200"
"360","Nov 26, 2016",0.000261,0.000269,0.000252,0.000268,"8,998","1,974,990"
"359","Nov 27, 2016",0.000264,0.00027,0.000257,0.000262,"6,233","2,005,720"
"358","Nov 28, 2016",0.000262,0.000265,0.000255,0.000255,"3,443","1,986,580"
"357","Nov 29, 2016",0.000255,0.00026,0.000238,0.000238,"19,299","1,938,740"
"356","Nov 30, 2016",0.000243,0.000258,0.000232,0.000239,"21,040","1,846,200"
"355","Dec 01, 2016",0.000239,0.000248,0.000227,0.000233,"8,927","1,815,600"
"354","Dec 02, 2016",0.000233,0.000244,0.000198,0.000226,"38,630","1,773,020"
"353","Dec 03, 2016",0.000226,0.000232,0.000215,0.000224,"8,431","1,719,050"
"352","Dec 04, 2016",0.00023,0.000245,0.000217,0.000235,"6,773","1,756,860"
"351","Dec 05, 2016",0.00023,0.000254,0.000225,0.000235,"10,193","1,754,420"
"350","Dec 06, 2016",0.000236,0.000242,0.000221,0.000222,"9,139","1,798,080"
"349","Dec 07, 2016",0.000222,0.000258,0.000221,0.000251,"15,820","1,693,640"
"348","Dec 08, 2016",0.000251,0.000251,0.000237,0.000241,"8,008","1,922,530"
"347","Dec 09, 2016",0.000241,0.000256,0.000237,0.000248,"7,323","1,841,790"
"346","Dec 10, 2016",0.000248,0.000255,0.00024,0.000241,"6,041","1,895,830"
"345","Dec 11, 2016",0.000241,0.000248,0.000231,0.000237,"2,562","1,848,240"
